rank,ngram,early_pct_2021_22,late_pct_2024_25,pp_change,multiple,late_n,early_n
1388,align on,0.0922,0.1952,0.103,2.12,119,105
1389,software and network,0.0562,0.1591,0.1029,2.83,97,64
1390,gaps and,0.3153,0.4183,0.1029,1.33,255,359
1391,my responsibilities,0.4515,0.5544,0.1029,1.23,338,514
1392,it teams,0.1809,0.2838,0.1028,1.57,173,206
1393,findings to,0.4401,0.5429,0.1028,1.23,331,501
1394,tools like,0.8731,0.9759,0.1028,1.12,595,994
1395,enhance efficiency,0.1203,0.2231,0.1027,1.85,136,137
1396,to protect,0.3057,0.4084,0.1027,1.34,249,348
1397,tools that,0.1827,0.2854,0.1027,1.56,174,208
1398,and reliability,0.506,0.6085,0.1026,1.2,371,576
1399,foundation,0.6175,0.72,0.1025,1.17,439,703
1400,academic and,0.0747,0.1771,0.1025,2.37,108,85
1401,with peers,0.0993,0.2017,0.1025,2.03,123,113
1402,and integrate,0.2222,0.3248,0.1025,1.46,198,253
1403,system reliability and,0.1502,0.2526,0.1024,1.68,154,171
1404,in figma,0.1748,0.2772,0.1024,1.59,169,199
1405,in weekly,0.1748,0.2772,0.1024,1.59,169,199
1406,enterprise-wide,0.3373,0.4396,0.1023,1.3,268,384
1407,to streamline workflows,0.0782,0.1804,0.1022,2.31,110,89
1408,an interactive,0.2521,0.3543,0.1022,1.41,216,287
1409,contextual,0.0931,0.1952,0.1021,2.1,119,106
1410,manual reporting,0.1177,0.2198,0.1021,1.87,134,134
1411,user behavior,0.1555,0.2575,0.102,1.66,157,177
1412,data-driven decision-making.,0.1195,0.2214,0.102,1.85,135,136
1413,turning,0.0949,0.1968,0.102,2.07,120,108
1414,to streamline operations,0.0571,0.1591,0.102,2.79,97,65
1415,scoring,0.1704,0.2723,0.1019,1.6,166,194
1416,provisioning,0.715,0.8168,0.1018,1.14,498,814
1417,creativity,0.1722,0.2739,0.1017,1.59,167,196
1418,wireshark,0.1116,0.2132,0.1017,1.91,130,127
1419,delivery.,0.7545,0.8562,0.1016,1.13,522,859
1420,solutions that enhance,0.0378,0.1394,0.1016,3.69,85,43
1421,embeddings,0.0378,0.1394,0.1016,3.69,85,43
1422,and custom,0.3232,0.4248,0.1016,1.31,259,368
1423,and integrating,0.2495,0.351,0.1015,1.41,214,284
1424,a competitive,0.1151,0.2165,0.1014,1.88,132,131
1425,crowdstrike,0.1037,0.205,0.1014,1.98,125,118
1426,incident response and,0.1151,0.2165,0.1014,1.88,132,131
1427,machine learning models,0.2776,0.3789,0.1013,1.37,231,316
1428,infrastructure and,0.6368,0.7381,0.1013,1.16,450,725
1429,trends in,0.2416,0.3428,0.1012,1.42,209,275
1430,data analysis,2.2443,2.3455,0.1012,1.05,1430,2555
1431,play a,0.1318,0.2329,0.1011,1.77,142,150
1432,berkeley,0.0597,0.1607,0.101,2.69,98,68
1433,storytelling and,0.0483,0.1493,0.1009,3.09,91,55
1434,cut,0.4076,0.5085,0.1009,1.25,310,464
1435,effort and,0.1353,0.2362,0.1009,1.75,144,154
1436,to design and,0.6061,0.7069,0.1008,1.17,431,690
1437,operational excellence,0.224,0.3248,0.1008,1.45,198,255
1438,provide actionable insights,0.0747,0.1755,0.1008,2.35,107,85
1439,ensuring accuracy and,0.1766,0.2772,0.1006,1.57,169,201
1440,oversight,0.8195,0.9202,0.1006,1.12,561,933
1441,updates,2.8355,2.936,0.1005,1.04,1790,3228
1442,incorporating,0.549,0.6495,0.1005,1.18,396,625
1443,best practices in,0.2916,0.392,0.1004,1.34,239,332
1444,to process,0.5016,0.602,0.1004,1.2,367,571
1445,using github actions,0.0685,0.1689,0.1004,2.47,103,78
1446,content,3.431,3.5314,0.1003,1.03,2153,3906
1447,insights through,0.0834,0.1837,0.1003,2.2,112,95
1448,into scalable,0.0589,0.1591,0.1002,2.7,97,67
1449,interactive tableau dashboards,0.0606,0.1607,0.1001,2.65,98,69
1450,engage in,0.1247,0.2247,0.1,1.8,137,142
1451,and leadership,0.448,0.5478,0.0998,1.22,334,510
1452,errors by,0.253,0.3526,0.0997,1.39,215,288
1453,projected,0.166,0.2657,0.0997,1.6,162,189
1454,supply chain,0.9943,1.094,0.0997,1.1,667,1132
1455,developing an,0.1037,0.2034,0.0997,1.96,124,118
1456,across departments,0.1546,0.2542,0.0996,1.64,155,176
1457,reporting workflows,0.0562,0.1558,0.0996,2.77,95,64
1458,simulations,0.2679,0.3674,0.0995,1.37,224,305
1459,documentation to,0.4533,0.5527,0.0995,1.22,337,516
1460,allocation,0.7519,0.8513,0.0994,1.13,519,856
1461,streamlit,0.0351,0.1345,0.0994,3.83,82,40
1462,and resolving,0.6799,0.7791,0.0992,1.15,475,774
1463,the future of,0.0993,0.1985,0.0992,2.0,121,113
1464,science,1.3132,1.4122,0.099,1.08,861,1495
1465,resume,0.1159,0.2149,0.0989,1.85,131,132
1466,unlock,0.0703,0.1689,0.0987,2.4,103,80
1467,filtering,0.231,0.3297,0.0987,1.43,201,263
1468,alignment.,0.1704,0.269,0.0986,1.58,164,194
1469,collaborated cross-functionally,0.1704,0.269,0.0986,1.58,164,194
1470,rbac,0.2214,0.3198,0.0985,1.44,195,252
1471,indicators,0.6658,0.7643,0.0985,1.15,466,758
1472,identity and,0.2969,0.3953,0.0984,1.33,241,338
1473,assisting in,0.2837,0.3822,0.0984,1.35,233,323
1474,wellness,0.2345,0.333,0.0984,1.42,203,267
1475,automated workflows,0.1133,0.2116,0.0983,1.87,129,129
1476,stronger,0.0887,0.187,0.0983,2.11,114,101
1477,is to,0.5956,0.6938,0.0983,1.16,423,678
1478,and public,0.2003,0.2985,0.0982,1.49,182,228
1479,my skills in,0.1265,0.2247,0.0982,1.78,137,144
1480,to support data-driven,0.043,0.1411,0.098,3.28,86,49
1481,leadership and,0.9847,1.0825,0.0979,1.1,660,1121
1482,with hands-on,0.0711,0.1689,0.0978,2.37,103,81
1483,excellence,0.8617,0.9595,0.0978,1.11,585,981
1484,i play a,0.0615,0.1591,0.0976,2.59,97,70
1485,workflow,2.225,2.3225,0.0976,1.04,1416,2533
1486,data-driven solutions,0.0878,0.1853,0.0975,2.11,113,100
1487,engaging with,0.1388,0.2362,0.0974,1.7,144,158
1488,active directory,0.5358,0.6331,0.0973,1.18,386,610
1489,spearheading,0.1915,0.2887,0.0972,1.51,176,218
1490,strengthened my,0.0799,0.1771,0.0972,2.22,108,91
1491,guest,0.477,0.5741,0.0971,1.2,350,543
1492,accessibility.,0.1326,0.2296,0.097,1.73,140,151
1493,uc,0.0852,0.1821,0.0969,2.14,111,97
1494,to monitor,0.9627,1.0596,0.0969,1.1,646,1096
1495,detailed reports,0.1722,0.269,0.0968,1.56,164,196
1496,fast-paced,0.766,0.8627,0.0968,1.13,526,872
1497,while collaborating,0.1247,0.2214,0.0967,1.78,135,142
1498,user needs,0.3478,0.4445,0.0967,1.28,271,396
1499,and executive,0.2609,0.3576,0.0967,1.37,218,297
1500,eliminating,0.4348,0.5314,0.0966,1.22,324,495
1501,coordination and,0.3232,0.4199,0.0966,1.3,256,368
1502,and problem-solving,0.238,0.3346,0.0966,1.41,204,271
1503,and cutting,0.1379,0.2345,0.0966,1.7,143,157
1504,and modern,0.1037,0.2001,0.0965,1.93,122,118
1505,and tailwind,0.0545,0.1509,0.0964,2.77,92,62
1506,showcase,0.2284,0.3248,0.0964,1.42,198,260
1507,to empower,0.1546,0.251,0.0964,1.62,153,176
1508,ai-assisted,0.0316,0.1279,0.0963,4.05,78,36
1509,rapid,0.6895,0.7857,0.0961,1.14,479,785
1510,goals.-,0.0993,0.1952,0.0959,1.97,119,113
1511,security posture,0.2846,0.3805,0.0959,1.34,232,324
1512,future of,0.1124,0.2083,0.0959,1.85,127,128
1513,across engineering,0.0747,0.1706,0.0959,2.28,104,85
1514,scalable secure,0.0632,0.1591,0.0959,2.52,97,72
1515,my technical,0.1142,0.2099,0.0958,1.84,128,130
1516,data engineering,0.4111,0.5068,0.0957,1.23,309,468
1517,language models llms,0.0158,0.1115,0.0957,7.05,68,18
1518,operations across,0.1291,0.2247,0.0956,1.74,137,147
1519,reduce manual,0.1405,0.2362,0.0956,1.68,144,160
1520,data pipelines and,0.1669,0.2624,0.0955,1.57,160,190
1521,platforms like,0.1326,0.228,0.0954,1.72,139,151
1522,years of,0.3426,0.4379,0.0954,1.28,267,390
1523,actionable insights.,0.1458,0.2411,0.0953,1.65,147,166
1524,translate complex,0.0589,0.1542,0.0953,2.62,94,67
1525,internship,0.7888,0.8841,0.0953,1.12,539,898
1526,context,0.2214,0.3166,0.0952,1.43,193,252
1527,data models,0.4954,0.5905,0.0951,1.19,360,564
1528,microsoft defender,0.0641,0.1591,0.095,2.48,97,73
1529,mission is to,0.1133,0.2083,0.095,1.84,127,129
1530,completed a,0.1643,0.2592,0.0949,1.58,158,187
1531,background in,0.1151,0.2099,0.0949,1.82,128,131
1532,audit readiness,0.0905,0.1853,0.0949,2.05,113,103
1533,both technical,0.1019,0.1968,0.0949,1.93,120,116
1534,modernize,0.2266,0.3215,0.0949,1.42,196,258
1535,reporting time,0.0905,0.1853,0.0949,2.05,113,103
1536,improve efficiency,0.202,0.2969,0.0948,1.47,181,230
1537,modernization,0.5859,0.6807,0.0948,1.16,415,667
1538,issues across,0.1037,0.1985,0.0948,1.91,121,118
1539,that enhanced,0.253,0.3477,0.0947,1.37,212,288
1540,initiatives across,0.1432,0.2378,0.0947,1.66,145,163
1541,non-technical,0.3777,0.4724,0.0947,1.25,288,430
1542,as a data,0.1941,0.2887,0.0946,1.49,176,221
1543,needs into,0.2433,0.3379,0.0946,1.39,206,277
1544,from concept to,0.1827,0.2772,0.0945,1.52,169,208
1545,scalable etl,0.0843,0.1788,0.0945,2.12,109,96
1546,advanced data,0.2073,0.3018,0.0945,1.46,184,236
1547,enterprise-grade,0.0975,0.1919,0.0944,1.97,117,111
1548,that empower,0.0501,0.1443,0.0943,2.88,88,57
1549,using github,0.1484,0.2428,0.0943,1.64,148,169
1550,alignment across,0.1256,0.2198,0.0942,1.75,134,143
1551,flag,0.101,0.1952,0.0942,1.93,119,115
1552,committed,0.2732,0.3674,0.0942,1.34,224,311
1553,in real,0.2012,0.2952,0.0941,1.47,180,229
1554,fine-tuning,0.065,0.1591,0.0941,2.45,97,74
1555,uptime and,0.1537,0.2477,0.094,1.61,151,175
1556,and brand,0.2424,0.3362,0.0938,1.39,205,276
1557,data retrieval,0.3786,0.4724,0.0938,1.25,288,431
1558,partnering with,0.3408,0.4347,0.0938,1.28,265,388
1559,equity,0.4164,0.5101,0.0937,1.23,311,474
1560,python and sql,0.1818,0.2756,0.0937,1.52,168,207
1561,innovative solutions,0.2705,0.3641,0.0936,1.35,222,308
1562,efforts by,0.1968,0.2903,0.0936,1.48,177,224
1563,mentors,0.1968,0.2903,0.0936,1.48,177,224
1564,sops,0.5543,0.6479,0.0936,1.17,395,631
1565,bridge the,0.0738,0.1673,0.0935,2.27,102,84
1566,streamline operations and,0.0509,0.1443,0.0934,2.83,88,58
1567,software engineering,0.4972,0.5905,0.0933,1.19,360,566
1568,diverse,2.1652,2.2586,0.0933,1.04,1377,2465
1569,security operations,0.202,0.2952,0.0932,1.46,180,230
1570,models llms,0.0184,0.1115,0.0931,6.05,68,21
1571,pipeline using,0.1906,0.2838,0.0931,1.49,173,217
1572,edge,0.4269,0.5199,0.093,1.22,317,486
1573,role-based access,0.1809,0.2739,0.093,1.51,167,206
1574,drive continuous,0.1564,0.2493,0.093,1.59,152,178
1575,highlighting,0.2925,0.3854,0.0929,1.32,235,333
1576,reasoning,0.0334,0.1263,0.0929,3.78,77,38
1577,minimizing,0.5894,0.6823,0.0929,1.16,416,671
1578,enforcing,0.2433,0.3362,0.0929,1.38,205,277
1579,alignment with business,0.2451,0.3379,0.0928,1.38,206,279
1580,planning and,1.979,2.0716,0.0926,1.05,1263,2253
1581,my understanding,0.065,0.1575,0.0925,2.42,96,74
1582,llama,0.0158,0.1083,0.0924,6.85,66,18
1583,stability and,0.2899,0.3822,0.0923,1.32,233,330
1584,our mission,0.0914,0.1837,0.0923,2.01,112,104
1585,bridge the gap,0.0571,0.1493,0.0922,2.61,91,65
1586,optimize data,0.1177,0.2099,0.0922,1.78,128,134
1587,intuitive user,0.1063,0.1985,0.0922,1.87,121,121
1588,opportunities and,0.4638,0.556,0.0922,1.2,339,528
1589,risk and,0.5147,0.6069,0.0921,1.18,370,586
1590,projects ensuring,0.1572,0.2493,0.0921,1.59,152,179
1591,empowers,0.0834,0.1755,0.0921,2.1,107,95
1592,voice,0.4691,0.561,0.0919,1.2,342,534
1593,scikit-learn,0.1476,0.2395,0.0919,1.62,146,168
1594,adaptability,0.2345,0.3264,0.0919,1.39,199,267
1595,risk mitigation,0.2705,0.3625,0.0919,1.34,221,308
1596,powershell,0.4822,0.5741,0.0918,1.19,350,549
1597,challenges.,0.2477,0.3395,0.0918,1.37,207,282
1598,integrates,0.1133,0.205,0.0917,1.81,125,129
1599,mitigation strategies,0.1625,0.2542,0.0917,1.56,155,185
1600,ensuring they,0.1511,0.2428,0.0917,1.61,148,172
1601,to align on,0.0659,0.1575,0.0916,2.39,96,75
1602,hardening,0.13,0.2214,0.0914,1.7,135,148
1603,historical,0.4401,0.5314,0.0914,1.21,324,501
1604,interactive dashboards in,0.0808,0.1722,0.0914,2.13,105,92
1605,and validated,0.2416,0.333,0.0914,1.38,203,275
1606,flow,1.8736,1.965,0.0913,1.05,1198,2133
1607,with enterprise,0.1599,0.251,0.0911,1.57,153,182
1608,and enterprise,0.2337,0.3248,0.0911,1.39,198,266
1609,data collection and,0.2582,0.3494,0.0911,1.35,213,294
1610,35 and,0.1107,0.2017,0.0911,1.82,123,126
1611,reporting time by,0.0615,0.1525,0.0911,2.48,93,70
1612,with security,0.2337,0.3248,0.0911,1.39,198,266
1613,technology,4.2145,4.3055,0.091,1.02,2625,4798
1614,between business,0.1634,0.2542,0.0909,1.56,155,186
1615,data handling,0.1634,0.2542,0.0909,1.56,155,186
1616,improving system,0.2618,0.3526,0.0909,1.35,215,298
1617,live,1.1147,1.2056,0.0909,1.08,735,1269
1618,communities,0.3601,0.4511,0.0909,1.25,275,410
1619,developed interactive,0.1256,0.2165,0.0909,1.72,132,143
1620,provide technical,0.3127,0.4035,0.0908,1.29,246,356
1621,bi to,0.2749,0.3658,0.0908,1.33,223,313
1622,ensure data,0.4111,0.5019,0.0908,1.22,306,468
1623,literacy,0.1537,0.2444,0.0907,1.59,149,175
1624,the 2024,0.0193,0.1099,0.0906,5.69,67,22
1625,response and,0.2407,0.3313,0.0906,1.38,202,274
1626,a strategic,0.267,0.3576,0.0905,1.34,218,304
1627,using ai,0.0325,0.123,0.0905,3.79,75,37
1628,while supporting,0.1063,0.1968,0.0905,1.85,120,121
1629,language model,0.0343,0.1247,0.0904,3.64,76,39
1630,and innovation,0.1704,0.2608,0.0904,1.53,159,194
1631,scale.,0.123,0.2132,0.0903,1.73,130,140
1632,models in,0.2082,0.2985,0.0903,1.43,182,237
1633,advisors,0.1344,0.2247,0.0903,1.67,137,153
1634,manual effort and,0.0852,0.1755,0.0903,2.06,107,97
1635,regulatory compliance and,0.1116,0.2017,0.0902,1.81,123,127
1636,complex data into,0.0509,0.1411,0.0901,2.77,86,58
1637,my understanding of,0.0641,0.1542,0.0901,2.4,94,73
1638,combines,0.0791,0.1689,0.0899,2.14,103,90
1639,strong focus,0.0791,0.1689,0.0899,2.14,103,90
1640,in power bi,0.289,0.3789,0.0899,1.31,231,329
1641,i partner,0.0316,0.1214,0.0898,3.84,74,36
1642,usability testing,0.3645,0.4543,0.0898,1.25,277,415
1643,engaged in,0.4761,0.5659,0.0898,1.19,345,542
1644,entra id,0.043,0.1329,0.0898,3.09,81,49
1645,developed and optimized,0.1809,0.2706,0.0897,1.5,165,206
1646,a power,0.0826,0.1722,0.0897,2.09,105,94
1647,data across,0.2301,0.3198,0.0897,1.39,195,262
1648,skills through,0.1203,0.2099,0.0896,1.74,128,137
1649,through proactive,0.1203,0.2099,0.0896,1.74,128,137
1650,implement scalable,0.0466,0.1361,0.0896,2.92,83,53
1651,readiness for,0.1221,0.2116,0.0895,1.73,129,139
1652,and business,2.1609,2.2504,0.0895,1.04,1372,2460
1653,founders,0.0729,0.1624,0.0895,2.23,99,83
1654,discrepancies,0.5683,0.6577,0.0894,1.16,401,647
1655,venture,0.137,0.2263,0.0893,1.65,138,156
1656,whether,0.2108,0.3002,0.0893,1.42,183,240
1657,with internal,0.9293,1.0186,0.0892,1.1,621,1058
1658,strong focus on,0.0764,0.1657,0.0892,2.17,101,87
1659,production-ready,0.101,0.1903,0.0892,1.88,116,115
1660,a cohesive,0.188,0.2772,0.0892,1.47,169,214
1661,risk management and,0.1405,0.2296,0.0891,1.63,140,160
1662,monitoring and,1.1902,1.2794,0.0891,1.07,780,1355
1663,enhances,0.0799,0.1689,0.089,2.11,103,91
1664,faculty,0.2407,0.3297,0.089,1.37,201,274
1665,to ensure compliance,0.4638,0.5527,0.089,1.19,337,528
1666,inefficiencies and,0.1537,0.2428,0.089,1.58,148,175
1667,outcomes and,0.2424,0.3313,0.0889,1.37,202,276
1668,techniques,2.0089,2.0978,0.0889,1.04,1279,2287
1669,a fast-paced,0.5525,0.6413,0.0888,1.16,391,629
1670,and aligned,0.1212,0.2099,0.0887,1.73,128,138
1671,hunting,0.0984,0.187,0.0886,1.9,114,112
1672,vercel,0.0246,0.1132,0.0886,4.6,69,28
1673,5+,0.2837,0.3723,0.0886,1.31,227,323
1674,foundation in,0.0738,0.1624,0.0886,2.2,99,84
1675,and governance,0.2099,0.2985,0.0886,1.42,182,239
1676,participate in,0.8529,0.9415,0.0886,1.1,574,971
1677,respond,0.4691,0.5577,0.0886,1.19,340,534
1678,linkedin,0.2855,0.374,0.0885,1.31,228,325
1679,edr,0.1133,0.2017,0.0884,1.78,123,129
1680,and ensuring compliance,0.1151,0.2034,0.0883,1.77,124,131
1681,assistant,0.6219,0.7102,0.0883,1.14,433,708
1682,i build,0.0413,0.1296,0.0883,3.14,79,47
1683,openai api,0.0184,0.1066,0.0882,5.78,65,21
1684,by 35 and,0.1054,0.1935,0.0881,1.84,118,120
1685,and vendor,0.2565,0.3444,0.088,1.34,210,292
1686,checks,0.9733,1.0612,0.088,1.09,647,1108
1687,meta,0.2468,0.3346,0.0878,1.36,204,281
1688,and power bi,0.3452,0.433,0.0878,1.25,264,393
1689,powering,0.0747,0.1624,0.0877,2.17,99,85
1690,and document,0.5191,0.6069,0.0877,1.17,370,591
1691,laptops,0.1862,0.2739,0.0877,1.47,167,212
1692,response times,0.3224,0.4101,0.0877,1.27,250,367
1693,analytics.,0.4471,0.5347,0.0876,1.2,326,509
1694,fraud,0.5209,0.6085,0.0876,1.17,371,593
1695,serving as the,0.1291,0.2165,0.0874,1.68,132,147
1696,soc 2,0.1159,0.2034,0.0874,1.75,124,132
1697,brand identity,0.1291,0.2165,0.0874,1.68,132,147
1698,workflows reducing,0.0931,0.1804,0.0873,1.94,110,106
1699,in my role,0.3276,0.415,0.0873,1.27,253,373
1700,work involves,0.0211,0.1083,0.0872,5.14,66,24
1701,at scale.,0.072,0.1591,0.0871,2.21,97,82
1702,fostering a,0.6772,0.7643,0.0871,1.13,466,771
1703,teams to streamline,0.108,0.1952,0.0871,1.81,119,123
1704,recommending,0.2591,0.3461,0.087,1.34,211,295
1705,extraction,0.643,0.7299,0.0869,1.14,445,732
1706,bi dashboard,0.087,0.1739,0.0869,2.0,106,99
1707,discussions,0.6316,0.7184,0.0868,1.14,438,719
1708,business objectives.,0.2284,0.3149,0.0865,1.38,192,260
1709,99.9,0.1924,0.2788,0.0865,1.45,170,219
1710,ensure high-quality,0.1054,0.1919,0.0865,1.82,117,120
1711,power bi to,0.2679,0.3543,0.0864,1.32,216,305
1712,workforce,0.5648,0.6512,0.0864,1.15,397,643
1713,ensure accuracy and,0.1318,0.2181,0.0864,1.66,133,150
1714,replacing,0.1941,0.2805,0.0863,1.44,171,221
1715,operations ensuring,0.1089,0.1952,0.0863,1.79,119,124
1716,dashboards that,0.1941,0.2805,0.0863,1.44,171,221
1717,guidance on,0.2697,0.3559,0.0863,1.32,217,307
1718,and collaborative,0.1599,0.246,0.0862,1.54,150,182
1719,reusable,0.852,0.9382,0.0862,1.1,572,970
1720,platform that,0.26,0.3461,0.0861,1.33,211,296
1721,data-driven decision-making,0.3092,0.3953,0.0861,1.28,241,352
1722,focused on building,0.0501,0.1361,0.0861,2.72,83,57
1723,identify key,0.1502,0.2362,0.086,1.57,144,171
1724,systems to ensure,0.1256,0.2116,0.086,1.68,129,143
1725,student engagement,0.0632,0.1493,0.086,2.36,91,72
1726,dashboards to track,0.1388,0.2247,0.0859,1.62,137,158
1727,standardized,0.7818,0.8677,0.0859,1.11,529,890
1728,securing,0.4735,0.5593,0.0859,1.18,341,539
1729,maintain detailed,0.0422,0.1279,0.0858,3.03,78,48
1730,data-informed,0.1177,0.2034,0.0857,1.73,124,134
1731,with automated,0.1177,0.2034,0.0857,1.73,124,134
1732,standards.-,0.1309,0.2165,0.0856,1.65,132,149
1733,impact and,0.1801,0.2657,0.0856,1.48,162,205
1734,workflows in,0.1572,0.2428,0.0855,1.54,148,179
1735,requirements and deliver,0.0474,0.1329,0.0854,2.8,81,54
1736,i leverage,0.0474,0.1329,0.0854,2.8,81,54
1737,scalable etl pipelines,0.0624,0.1476,0.0853,2.37,90,71
1738,power bi dashboard,0.0773,0.1624,0.0851,2.1,99,88
1739,and interactive,0.2872,0.3723,0.0851,1.3,227,327
1740,goals and,1.1516,1.2367,0.0851,1.07,754,1311
1741,security posture.,0.1151,0.2001,0.085,1.74,122,131
1742,mentorship and,0.202,0.287,0.085,1.42,175,230
1743,visualization and,0.253,0.3379,0.0849,1.34,206,288
1744,synchronization,0.1906,0.2756,0.0849,1.45,168,217
1745,recommendations to,0.5367,0.6216,0.0849,1.16,379,611
1746,and model,0.1168,0.2017,0.0849,1.73,123,133
1747,experience and,1.1191,1.2039,0.0848,1.08,734,1274
1748,highlight,0.2301,0.3149,0.0848,1.37,192,262
1749,it teams to,0.094,0.1788,0.0848,1.9,109,107
1750,through hands-on,0.058,0.1427,0.0847,2.46,87,66
1751,evaluating,0.5894,0.6741,0.0847,1.14,411,671
1752,unstructured,0.1941,0.2788,0.0847,1.44,170,221
1753,of cybersecurity,0.1203,0.205,0.0847,1.7,125,137
1754,data governance and,0.0957,0.1804,0.0847,1.88,110,109
1755,regenerative,0.058,0.1427,0.0847,2.46,87,66
1756,ensuring consistent,0.2451,0.3297,0.0846,1.35,201,279
1757,capstone project,0.0729,0.1575,0.0846,2.16,96,83
1758,deeper,0.1335,0.2181,0.0846,1.63,133,152
1759,operational data,0.0975,0.1821,0.0846,1.87,111,111
1760,transparency and,0.2943,0.3789,0.0846,1.29,231,335
1761,informing,0.1713,0.2559,0.0846,1.49,156,195
1762,pathways,0.0861,0.1706,0.0845,1.98,104,98
1763,high availability and,0.1976,0.2821,0.0845,1.43,172,225
1764,enabling scalable,0.0632,0.1476,0.0844,2.33,90,72
1765,a clear,0.1862,0.2706,0.0844,1.45,165,212
1766,culture of,0.621,0.7053,0.0843,1.14,430,707
1767,recommendations.,0.2257,0.31,0.0843,1.37,189,257
1768,enhance system,0.1388,0.2231,0.0843,1.61,136,158
1769,strategy.,0.3751,0.4593,0.0842,1.22,280,427
1770,production-grade,0.0307,0.1148,0.0841,3.73,70,35
1771,stakeholder engagement,0.1783,0.2624,0.0841,1.47,160,203
1772,am dedicated to,0.0307,0.1148,0.0841,3.73,70,35
1773,ingestion and,0.1801,0.2641,0.084,1.47,161,205
1774,inform strategic,0.0703,0.1542,0.0839,2.19,94,80
1775,and sql,0.9118,0.9956,0.0838,1.09,607,1038
1776,classification,0.3443,0.4281,0.0838,1.24,261,392
1777,schemas,0.2951,0.3789,0.0837,1.28,231,336
1778,log,0.8266,0.9103,0.0837,1.1,555,941
1779,zero,0.4805,0.5642,0.0837,1.17,344,547
1780,threat detection and,0.0755,0.1591,0.0836,2.11,97,86
1781,usability.,0.1133,0.1968,0.0835,1.74,120,129
1782,by 60,0.397,0.4806,0.0835,1.21,293,452
1783,dashboards using,0.361,0.4445,0.0835,1.23,271,411
1784,technical skills,0.2249,0.3084,0.0835,1.37,188,256
1785,to security,0.1889,0.2723,0.0834,1.44,166,215
1786,architectures,0.4612,0.5445,0.0834,1.18,332,525
1787,excel-based,0.0905,0.1739,0.0834,1.92,106,103
1788,query performance,0.1792,0.2624,0.0832,1.46,160,204
1789,and ensure compliance,0.1186,0.2017,0.0832,1.7,123,135
1790,access controls,0.1792,0.2624,0.0832,1.46,160,204
1791,respond to,0.3909,0.474,0.0831,1.21,289,445
1792,with engineering,0.5402,0.6233,0.0831,1.15,380,615
1793,vision and,0.4401,0.5232,0.0831,1.19,319,501
1794,seeking,0.1809,0.2641,0.0831,1.46,161,206
1795,to deliver actionable,0.0448,0.1279,0.0831,2.86,78,51
1796,log analysis,0.0975,0.1804,0.0829,1.85,110,111
1797,teams to support,0.0861,0.1689,0.0829,1.96,103,98
1798,students,2.8038,2.8868,0.0829,1.03,1760,3192
1799,and clinical,0.1845,0.2674,0.0829,1.45,163,210
1800,datasets using,0.1484,0.2313,0.0828,1.56,141,169
1801,enterprise-level,0.173,0.2559,0.0828,1.48,156,197
1802,geospatial,0.1616,0.2444,0.0828,1.51,149,184
1803,across web,0.0747,0.1575,0.0828,2.11,96,85
1804,market trends,0.2618,0.3444,0.0827,1.32,210,298
1805,tableau dashboards to,0.1124,0.1952,0.0827,1.74,119,128
1806,operations teams,0.188,0.2706,0.0827,1.44,165,214
1807,to expand,0.3127,0.3953,0.0826,1.26,241,356
1808,time by 30,0.2881,0.3707,0.0826,1.29,226,328
1809,system security,0.1634,0.246,0.0826,1.51,150,186
1810,ensure secure,0.0782,0.1607,0.0826,2.06,98,89
1811,advisory,0.3145,0.3969,0.0825,1.26,242,358
1812,30 and,0.3768,0.4593,0.0824,1.22,280,429
1813,s mission to,0.0307,0.1132,0.0824,3.68,69,35
1814,the future,0.231,0.3133,0.0823,1.36,191,263
1815,am dedicated,0.0325,0.1148,0.0823,3.53,70,37
1816,on ai,0.0343,0.1165,0.0822,3.4,71,39
1817,teams to optimize,0.0966,0.1788,0.0822,1.85,109,110
1818,ensure consistent,0.1572,0.2395,0.0822,1.52,146,179
1819,cross-functional teams and,0.1968,0.2788,0.0821,1.42,170,224
1820,manual effort by,0.123,0.205,0.0821,1.67,125,140
1821,pitch,0.2231,0.3051,0.082,1.37,186,254
1822,optimized for,0.087,0.1689,0.082,1.94,103,99
1823,and reliability.,0.2837,0.3658,0.082,1.29,223,323
1824,comprehensive documentation,0.1625,0.2444,0.0819,1.5,149,185
1825,internal systems,0.1037,0.1853,0.0817,1.79,113,118
1826,using excel,0.3382,0.4199,0.0817,1.24,256,385
1827,and respond,0.166,0.2477,0.0817,1.49,151,189
1828,enhancing operational,0.2152,0.2969,0.0817,1.38,181,245
1829,and execution,0.9434,1.0251,0.0817,1.09,625,1074
1830,threat hunting,0.0826,0.164,0.0815,1.99,100,94
1831,vulnerability management,0.2301,0.3116,0.0815,1.35,190,262
1832,data validation,0.4778,0.5593,0.0815,1.17,341,544
1833,build and maintain,0.2055,0.287,0.0815,1.4,175,234
1834,ehr,0.2055,0.287,0.0815,1.4,175,234
1835,segmentation,0.3795,0.4609,0.0814,1.21,281,432
1836,apis and,0.6289,0.7102,0.0813,1.13,433,716
1837,engineer at,0.2828,0.3641,0.0813,1.29,222,322
1838,opportunities.,0.3812,0.4625,0.0813,1.21,282,434
1839,teams and,1.6426,1.7239,0.0813,1.05,1051,1870
1840,to real-world,0.0369,0.1181,0.0812,3.2,72,42
